game_id,target
9453,1
9456,1
9462,1
9467,1
9472,1
9481,1
9486,1
9493,1
9494,1
9497,1
9498,1
9503,1
9508,1
9511,1
9513,1
9514,1
9516,1
9518,1
9520,1
9522,1
9525,1
9526,1
9528,1
9529,1
9530,1
9533,1
9534,1
9535,1
9538,1
9540,1
9542,1
9552,1
9554,1
9563,1
9566,1
9578,1
9580,1
9581,1
9587,1
9592,1
9599,1
9602,1
9620,1
9624,1
9628,1
9630,1
9633,1
9634,1
9635,1
9637,1
9643,1
9647,1
9648,1
9653,1
9654,1
9656,1
9657,1
9663,1
9664,1
9668,1
9671,1
9674,1
9676,1
9677,1
9679,1
9680,1
9681,1
9682,1
9685,1
9686,1
9697,1
9701,1
9710,1
9719,1
9720,1
9721,1
9724,1
9728,1
9733,1
9735,1
9740,1
9741,1
9747,1
9750,1
9757,1
9761,1
9769,1
9770,1
9771,1
9776,1
9777,1
9782,1
9784,1
9791,1
9795,1
9800,1
9802,1
9803,1
9807,1
9808,1
9809,1
9819,1
9820,1
9822,1
9823,1
9828,1
9832,1
9837,1
9852,1
9856,1
9871,1
9873,1
9878,1
9882,1
9883,1
9886,1
9891,1
9892,1
9899,1
9900,1
9910,1
9913,1
9914,1
9918,1
9919,1
9920,1
9927,1
9929,1
9933,1
9937,1
9944,1
9948,1
9955,1
9960,1
9964,1
9966,1
9981,1
9989,1
9991,1
9993,1
9995,1
10001,1
10002,1
10003,1
10010,1
10011,1
10012,1
10013,1
10018,1
10019,1
10022,1
10029,1
10032,1
10037,1
10038,1
10043,1
10048,1
10054,1
10060,1
10063,1
10069,1
10071,1
10073,1
10075,1
10076,1
10080,1
10082,1
10089,1
10090,1
10095,1
10097,1
10101,1
10105,1
10106,1
10109,1
10112,1
10114,1
10116,1
10117,1
10123,1
10124,1
10126,1
10129,1
10136,1
10142,1
10144,1
10145,1
10149,1
10159,1
10163,1
10166,1
10170,1
10174,1
10180,1
10183,1
10185,1
10186,1
10191,1
10192,1
10193,1
10197,1
10198,1
10202,1
10205,1
10218,1
10224,1
10227,1
10228,1
10229,1
10230,1
10237,1
10242,1
10243,1
10256,1
10259,1
10260,1
10262,1
10266,1
10269,1
10272,1
10274,1
10275,1
10281,1
10285,1
10287,1
10288,1
10296,1
10298,1
10304,1
10306,1
